RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_SVC_E,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_F2,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_2,NOCALL_3,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5A,Q5B,Q6A,Q6B,Q6C,Q6D,Q6E,Q7A,Q7B,Q8,Q9A,Q9B,Q9C,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q11C1_CBZ,Q11D,Q11E,Q12A,Q12B,Q13,Q14A,Q14B,Q14C,Q15,Q16,Q17,Q18,Q19A,Q19B,Q20,Q21A,Q21B,Q22A,Q22B,Q22C,Q23,Q24,Q25,Q26,Q27A,Q27B,Q27C,Q28,Q29A,Q29B,Q30,Q31,Q32A,Q32B,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q33H,Q33I,Q34A,Q34A1_CBZ,Q34B,Q35A,Q35B,Q35C,Q36A,Q36B,Q36C,Q37A,Q37B,Q37B1_CBZ,Q37C,Q37D,Q37E,Q37F,Q37G,Q37H,Q37I,Q37J,Q37K,Q37L_CBZ,Q38A,Q38B,Q38B1_CBZ,Q38C,Q38D,Q38E,Q38F,Q38G,Q38H,Q38I,Q38J,Q38K,Q38L_CBZ,Q39A,Q39B,Q40A,Q40B,Q40C,Q40D,Q41A,Q41B,Q41C,Q41D,Q41E,Q41F,Q41G,Q41H,Q42A,Q42B,Q42C,Q42D,Q43A,Q43B,Q43C,Q43D,Q43E,Q44A,Q44B,Q44C,Q44D,Q44E,Q45PT1,Q45PT1OTHER,Q45PT2,Q45PT2OTHER,Q45PT3,Q45PT3OTHER,Q46A,Q46B,Q46C,Q46D,Q46E,Q46F,Q46G,Q46H,Q46I,Q46J,Q46K,Q46L,Q46M,Q46N,Q46O,Q46P_CBZ,Q46Q_CBZ,Q47A,Q47B,Q47B1_CBZ,Q47C,Q48A,Q48A1_CBZ,Q48B,Q49A,Q49B,Q50A,Q50B,Q50C,Q51A,Q51B,Q52A,Q52B,Q53A,Q53B,Q53C,Q54,Q55A,Q55B,Q55C,Q56A,Q56B,Q56C,Q57A,Q57B,Q58A,Q58B,Q58C,Q59,Q60,Q61A,Q61B,Q61C,Q62,Q63A,Q63B,Q63C,Q64A,Q64B,Q65A,Q65B,Q66A,Q66B,Q67A,Q67B,Q68A,Q68B,Q69,Q70A,Q70B,Q70C,Q70D,Q71,Q72A,Q72B,Q72C,Q72D,Q72E,Q73A,Q73B,Q73C,Q73D,Q74A,Q74B,Q74C,Q74D,Q74E,Q75,Q76A,Q76B,Q76C,Q77,Q78A,Q78B,Q78C,Q78C1,Q78C2_CBZ,Q78D,Q78E,Q78F,Q79A_CBZ,Q79B_CBZ,Q80_CBZ,Q81A_CBZ,Q81B_CBZ,Q81C_CBZ,Q81D_CBZ,Q81E_CBZ,Q81F_CBZ,Q81G_CBZ,Q81H_CBZ,Q82A_CBZ,Q82B_CBZ,Q82C_CBZ,Q83A_CBZ,Q83B_CBZ,Q83C_CBZ,Q83COTHER_CBZ,Q84A,Q84AOTHER,Q84B,Q84C,Q84D,Q84E,Q85A,Q85B,Q86A,Q86B,Q86C,Q86D,Q86E,Q86F,Q87A,Q87B,Q87C,Q87D,Q87E,Q88A,Q88B,Q89A,Q89B,Q89BOTHER,Q90A,Q90B,Q90C,Q90D,Q90E,Q90F,Q90G,Q90H,Q90I,Q91A,Q91B,Q91C,Q92A,Q92B,Q93A,Q93B,Q93BOTHER,Q93C,Q94,Q95,Q95OTHER,Q96,Q96OTHER,Q97,ENDTIME,LENGTH,LENGTH_INT,Q100,Q101,Q101OTHER,Q102,Q102OTHER,Q103,Q104,Q105,Q106A,Q106B,Q106C,Q106D,Q106E,Q107,Q109A,Q109B,Q109C,Q109D,Q109E,Q109F,Q111,Q112,Q113,Q114,Q115,Q115OTHER,Q116,Q116OTHER,Q117,Q118_1,Q118_2,Q118_3,Q118_4,Q118OTHER,withinwt_ea,withinwt_hh
CBZ1073,2,1782,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,5,1,2023-07-12,13:01:00,58,1781,,2,2,1,1,1,3,3,3,3,4,2,2,1,2,2,2,3,3,0,1,1,0,0,0,0,0,1,3,1,1,3,4,2,2,3,1,2,1,5,2,5,2,2,1,4,3,2,2,3,3,3,2,3,3,2,3,3,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,3,0,2,0,0,2,3,1,1,2,3,1,3,1,3,1,1,3,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,3,3,2,3,17,PROBLÈME D'EAU,23,PROBLÈME D'INSÉCURITÉ,11,MANQUE DES MOYENS DE TRANSPORT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,3,3,4,1,3,3,1,3,5,2,1,3,3,3,2,3,2,3,4,2,5,2,1,1,7,97,1,2,3,3,3,1,1,1,1,1,5,0,1,1,1,0,7,7,7,7,7,7,7,7,2,2,1,4,4,3,5,5,5,5,4,1,0,0,0,4,0,0,0,3,5,1,2,1,5,0,7,4,3,5,1,4,2,4,2,5,5,5,5,2,3,1,4,4,1,,1787,,0,5,1,1,5,3,3,3,1,1,1,2,5,4,2,4,3,3,5,1,1791,,2,0,0,0,1,2,0,4,1,4,3,2,0,7,0,3,,1,7,32,,1791,,2,13:56:00,55,0,1,1,,2,,1,1,1,0,0,0,0,0,3,2,2,2,2,1,1,CBZ16,25,1,1,2,,1787,,8,2,1780,1781,9996,,1.62361202352732,2.16481603136976
CBZ1074,2,1782,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,2,1,2023-07-12,13:03:00,34,1781,,1,2,2,2,3,3,3,3,3,3,0,0,1,2,4,4,0,1,0,2,0,0,0,0,0,1,1,3,3,0,3,4,1,1,4,4,1,4,4,5,1,1,1,3,1,4,4,1,1,1,4,1,4,3,2,3,3,2,1,1,2,2,2,0,1,1,1,1,1,1,0,0,1,2,1,1,1,1,0,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,0,7,7,7,0,7,7,7,7,7,7,7,1,3,0,2,0,7,7,0,7,3,4,4,4,2,17,PROBLÈME D'EAU,20,PROBLÈME DE SANTE,3,PROBLÈME DE MANQUE D'EMPLOIS,2,1,1,2,2,2,1,2,1,2,2,3,3,3,1,2,2,2,2,2,3,3,3,3,5,5,4,3,3,4,3,1,1,3,4,2,1,3,3,3,5,5,5,2,1,0,2,3,2,3,1,1,2,1,2,4,4,4,4,0,1,2,3,1,4,4,5,3,1,3,3,3,4,3,1,5,1,4,5,4,2,4,2,4,0,2,2,2,1,1,1,3,4,3,3,3,2,0,7,2,4,2,4,5,5,5,4,5,5,5,2,2,1,3,3,3,1,,1788,,1,3,1,1,4,1,2,3,2,2,2,2,4,4,1,3,4,5,4,1,1781,,0,0,0,0,0,2,1,4,2,4,3,3,0,7,1,6,,1,3,1,,1781,,1,14:14:00,71,0,1,1,,1780,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ18,41,1,2,2,,1790,,6,2,1780,1781,9996,,1.62361202352732,0.8659264125479
CBZ1075,2,1782,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,2,2,1,2023-07-12,13:04:00,30,1781,,1,3,2,3,3,3,3,3,2,3,2,2,1,3,3,3,1,1,1,2,0,0,0,0,0,1,1,0,1,1,3,4,1,1,1,4,4,4,2,4,2,2,2,3,1,4,1,1,4,4,4,1,4,1,2,3,3,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,3,3,3,3,13,ENTRETIEN DES ROUTES,17,DE L'EAU,3,LE CHÔMAGE,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,0,0,1,4,4,4,2,2,4,2,2,2,3,3,3,1,2,3,3,5,5,5,2,2,1,7,97,2,3,2,2,2,3,2,4,4,4,4,0,3,4,4,1,5,5,5,1,3,3,3,3,4,2,1,4,1,3,4,4,4,4,0,2,0,2,2,4,0,1,0,2,5,5,5,5,5,0,7,2,4,2,2,4,4,4,4,4,4,4,2,2,2,4,2,2,1,,1787,,1,5,1,1,4,3,1,3,1,1,1,1,3,3,3,3,3,3,5,0,9997,,0,2,0,0,2,2,0,4,2,3,3,2,0,7,3,4,,1,5,1,,9997,,8,14:25:00,81,0,2,1,,1780,,2,1,1,0,0,0,0,0,4,1,1,1,2,1,1,CBZ15,23,1,2,2,,1787,,7,2,1780,1781,9996,,1.62361202352732,0.8659264125479
CBZ1076,2,1782,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,5,1,2023-07-12,13:05:00,30,1781,,1,2,2,3,3,2,3,2,2,3,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,1,1,0,1,1,3,3,2,2,3,3,2,3,2,4,2,1,2,3,2,3,2,2,3,3,3,2,3,2,2,3,9,2,2,2,2,2,2,1,1,0,0,0,0,1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,4,4,3,3,17,L’EAU,11,TRANSPORT,14,ÉDUCATION,2,1,2,2,1,3,2,1,1,2,3,3,3,3,2,3,2,3,2,2,2,3,1,3,4,4,1,1,1,5,1,1,2,4,3,2,2,4,4,2,2,2,2,2,2,0,2,1,1,2,1,1,1,2,2,4,2,2,2,0,2,5,5,1,4,4,4,4,2,3,3,3,2,2,2,2,3,5,4,4,2,2,3,0,0,3,3,4,1,1,0,2,4,2,4,2,4,1,3,3,3,2,2,5,5,5,2,2,5,5,2,2,2,5,3,2,1,,1787,,1,5,1,1,2,3,2,3,1,2,2,2,4,4,1,4,1,4,2,0,9997,,0,0,0,0,0,2,1,4,3,4,3,2,0,7,1,1,,4,7,2,,9997,,8,14:12:00,67,0,1,1,,2,,2,1,1,0,0,0,0,0,3,1,1,2,1,1,1,CBZ17,28,1,2,2,,1787,,8,2,1780,9996,9996,,1.62361202352732,2.16481603136976
CBZ1077,2,1790,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,7,7,9997,9997,9997,1,2,1,2023-07-12,13:14:00,25,1780,,2,1,1,2,1,3,0,2,0,3,0,0,0,2,3,4,2,2,0,2,1,2,0,0,2,1,1,3,1,0,3,4,1,2,1,4,1,3,5,4,1,4,1,3,1,4,1,1,1,1,4,1,4,2,1,3,1,3,2,3,2,2,2,0,1,2,3,1,1,1,1,1,1,2,0,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,0,7,7,7,1,3,2,2,3,2,2,2,0,7,7,7,0,7,7,3,0,3,3,3,3,3,20,LE GOUVERNEMENT DOIT CONSTRUIRE UN HÔPITAL,14,LE GOUVERNEMENT DOIT CONSTRUIRE UNE ÉCOLE,13,LE GOUVERNEMENT DOIT CONSTRUIRE LES ROUTES POUR ACCÉDER FACILEMENT DANS D'AUTRES DÉPARTEMENT,1,1,1,1,1,4,1,1,1,1,1,1,3,3,1,1,2,4,4,1,2,3,1,3,5,4,4,3,2,5,4,2,2,4,4,4,1,1,2,2,5,5,4,1,2,1,7,97,3,3,0,0,1,2,1,4,1,2,5,1,2,3,3,1,5,5,5,3,1,3,3,3,1,2,2,4,1,5,5,5,5,4,2,0,0,0,0,4,1,1,0,3,4,4,3,4,4,1,1,4,4,5,1,4,4,5,5,5,5,5,1,2,3,2,3,4,1,,1781,,1,5,1,1,5,2,2,3,2,2,2,2,3,3,1,3,3,5,2,0,9997,,2,0,0,0,0,0,7,0,0,13,3,2,0,7,1,3,,1,4,0,,1780,,1,14:22:00,68,0,1,1,,1781,,2,4,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ13,30,1,2,2,,1787,,8,2,1780,1781,9996,,1.56311473351433,1.04207648900955
CBZ1078,2,1790,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,7,7,9997,9997,9997,1,3,1,2023-07-12,13:32:00,36,1780,,1,2,2,4,3,0,0,0,0,2,0,0,1,3,4,4,2,4,0,2,0,2,0,0,2,2,1,3,4,0,1,1,4,4,1,1,4,1,5,2,1,1,1,3,1,1,4,4,4,1,4,4,4,4,3,3,3,0,0,0,3,1,2,2,2,2,3,0,1,2,1,1,2,3,1,2,3,0,3,2,2,1,0,0,2,3,3,2,0,1,1,1,1,2,1,1,1,1,3,1,3,1,0,0,7,7,7,1,2,2,3,1,0,2,0,0,7,7,7,0,7,7,0,7,4,1,5,4,2,13,LA CONSTRUCTION DES ROUTES ET PONTS,20,LA CONSTRUCTION DES CENTRE DE SANTE INTÉGRÉS DANS LES GRANDS VILLAGE DU PAYS,12,AMÉLIORER LA COUVERTURE RÉSEAU DU DISTRICT,3,4,2,3,1,3,3,3,1,3,3,3,4,3,3,3,4,4,4,2,1,3,3,0,5,5,4,3,3,5,2,1,2,2,4,3,1,1,2,2,1,1,1,2,2,1,7,97,3,3,1,1,1,3,4,2,5,4,4,1,2,4,2,0,7,7,7,7,7,7,7,7,4,2,2,5,3,3,4,5,2,2,0,0,0,0,2,5,0,1,1,2,5,4,3,4,5,0,7,4,1,2,4,4,1,4,5,5,4,4,1,2,3,3,4,4,1,,1785,,0,5,1,1,5,3,1,3,1,2,3,3,5,5,1,4,3,1,4,0,9997,,0,2,0,0,0,2,0,3,0,8,3,3,0,7,1,3,,3,4,12,,1780,,8,14:57:00,85,0,1,1,,1781,,2,4,3,0,0,0,0,0,4,1,1,1,1,1,1,CBZ11,28,1,2,1780,,9990,,8,2,1780,1781,9996,,1.56311473351433,1.56311473351433
CBZ1079,2,1782,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,2,4,1,2023-07-12,14:12:00,63,2,,1,1,1,1,2,3,4,3,3,4,3,2,1,2,2,1,3,0,0,1,0,0,0,0,0,1,0,0,2,1,0,4,3,1,2,2,2,4,1,5,4,2,4,3,4,2,3,1,2,3,2,3,2,1,2,1,2,1,2,1,2,1,2,1,1,2,0,0,1,0,1,1,0,1,1,1,1,0,2,1,0,0,2,2,1,2,2,1,1,1,2,1,2,2,1,3,2,1,1,1,2,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,3,3,3,2,16,MANQUE D'ÉLECTRICITÉ,17,MANQUE D'EAU POTABLE,13,INFRASTRUCTURE DES ROUTES,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,2,3,3,3,1,4,2,3,2,2,3,4,1,2,3,3,2,3,3,2,2,1,1,4,2,2,1,7,97,2,2,1,1,1,2,1,1,1,3,5,0,1,1,2,0,7,7,7,7,7,7,7,7,1,2,2,4,4,5,4,4,4,4,0,0,0,0,0,4,1,1,1,2,5,4,4,4,2,0,7,4,2,5,2,1,4,4,2,5,5,5,5,3,5,3,4,4,1,,1787,,1,4,1,1,4,3,3,2,3,1,2,1,5,4,2,3,4,3,5,1,1781,,1,0,0,0,1,2,0,4,0,4,3,2,0,7,0,0,,1,7,32,,1781,,1,15:27:00,75,0,2,1,,2,,2,1,1,0,0,0,0,0,4,2,2,2,1,1,1,CBZ16,25,1,1,2,,1787,,8,2,1780,1781,9996,,1.62361202352732,1.73185282509581
CBZ1080,2,1782,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,2,6,1,2023-07-12,14:23:00,21,1781,,1,2,4,3,2,2,3,2,2,3,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,3,2,2,2,3,3,3,2,5,2,2,2,3,2,3,2,2,3,2,2,2,2,1,2,3,3,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,1,1,2,1,1,2,0,0,1,1,2,2,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,1,5,4,3,4,17,L’EAU,14,L’ÉDUCATION,3,LE CHÔMAGE,1,2,1,2,2,3,1,1,1,2,2,4,2,3,2,2,1,2,2,2,2,1,0,3,5,5,3,1,2,5,1,1,1,4,3,1,2,4,3,2,2,2,2,2,2,0,1,6,1,3,1,1,0,2,2,2,2,2,1,0,2,4,5,0,7,7,7,7,7,7,7,7,2,2,1,2,3,5,1,1,1,1,3,3,0,3,3,2,1,1,0,2,5,4,4,2,4,1,1,3,2,2,2,4,5,5,2,1,5,4,1,2,3,1,2,2,1,,1786,,1,4,1,1,2,3,2,3,0,2,1,2,4,4,3,2,2,4,2,0,9997,,1,1,0,0,1,2,1,4,3,4,3,2,1,4,0,1,,4,4,32,,9997,,6,15:26:00,64,0,2,1,,2,,1,1,1,0,0,0,0,0,4,1,1,2,1,1,1,CBZ17,28,1,2,2,,1787,,8,2,1780,9996,9996,,1.62361202352732,2.59777923764371
CBZ1081,2,1782,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,2,1,1,2023-07-12,14:26:00,50,1781,,1,1,1,2,2,3,3,2,2,3,0,0,0,2,4,4,0,0,0,1,0,0,0,0,0,1,1,3,3,0,3,4,1,1,4,4,1,4,2,5,1,1,1,3,1,4,4,1,1,1,4,1,4,3,2,3,3,2,1,1,2,2,2,0,1,1,1,1,1,1,0,0,1,2,1,1,1,1,0,1,0,2,1,1,1,1,2,1,3,3,3,3,2,3,3,3,1,1,2,1,3,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,4,4,5,2,17,PROBLÈME D'EAU,11,PROBLÈME DE TRANSPORT,20,PROBLÈME DE SANTE,2,2,1,2,2,2,2,2,1,2,2,3,2,3,2,1,2,2,3,3,3,3,3,3,5,5,4,2,2,4,2,1,1,3,4,2,1,3,3,3,5,5,5,2,2,1,7,97,2,3,1,1,2,2,2,5,5,4,2,0,1,2,4,1,4,4,5,3,3,3,3,3,3,3,1,5,1,4,5,2,4,4,4,2,0,0,3,2,1,1,1,3,4,3,3,3,2,0,7,1,4,2,1,5,5,5,5,5,5,5,1,2,1,3,3,3,2,,1789,,1,4,1,1,5,3,2,3,2,2,2,2,3,4,1,3,4,5,4,1,1781,,2,2,0,0,0,2,1,4,1,4,3,2,1,4,0,4,,1,4,1,,1781,,1,15:35:00,69,0,2,1,,1780,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ18,41,1,2,2,,1790,,6,2,1780,1781,9996,,1.62361202352732,0.432963206273951
CBZ1082,2,1790,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,7,7,9997,9997,9997,1,1,1,2023-07-12,14:28:00,41,1780,,1,2,2,3,3,3,3,3,3,3,0,0,1,3,3,3,4,0,0,2,1,1,1,1,1,2,0,3,4,0,3,4,1,4,4,4,1,4,4,4,4,4,2,1,4,4,4,1,1,4,1,1,4,4,3,4,3,2,2,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,7,7,7,0,7,7,7,7,7,7,7,1,2,2,3,0,7,7,3,0,3,3,3,3,3,13,PAS DE BONNE VOIE POUR ALLER A POKOLA,15,PAS DE BONNES MAISONS,11,DIFFICULTÉ DE TRANSPORTER LES MARCHANDISES,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,4,4,4,3,3,1,2,2,2,4,4,3,1,2,3,1,5,5,5,2,2,1,7,97,4,3,3,2,2,2,4,4,4,4,4,0,2,2,2,1,4,4,4,3,2,2,2,2,4,1,5,4,3,5,4,4,4,4,2,0,0,0,0,4,0,0,0,1,4,4,3,3,3,0,7,2,1,2,2,4,4,4,4,4,4,4,1,4,5,4,4,3,1,,1781,,0,3,0,1,4,1,3,3,3,3,3,3,4,4,3,4,4,5,5,1,1780,,2,0,0,0,0,0,7,4,0,13,3,2,0,7,0,3,,3,4,32,,1780,,8,15:30:00,63,0,1,1,,1781,,2,4,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ14,29,1,2,1780,,1787,,8,2,1780,1781,9996,,1.56311473351433,0.521038244504777
CBZ1083,2,1782,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,5,1,2023-07-12,14:37:00,40,1781,,1,3,3,3,3,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,0,0,0,0,0,1,1,0,1,1,3,4,1,1,1,4,1,1,4,4,2,2,2,3,1,4,4,1,1,4,4,1,4,1,2,3,3,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,3,3,3,3,13,ENTRETIEN DES ROUTES,17,DE L'EAU POTABLE,3,MANQUE DE TRAVAIL,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,0,0,1,4,4,4,1,1,3,5,2,2,4,2,4,1,2,4,4,5,5,5,2,2,1,7,97,2,2,1,1,1,1,2,4,4,4,4,0,2,4,4,1,4,4,4,1,3,3,3,3,4,2,1,4,1,5,5,5,5,5,1,3,0,1,1,2,1,1,1,2,5,5,3,3,5,0,7,0,4,2,2,4,4,4,4,4,4,4,2,2,2,5,3,3,1,,1787,,1,3,1,1,4,3,1,3,1,1,1,1,3,3,3,3,3,3,5,0,9997,,0,2,0,0,2,2,0,4,3,3,3,2,1,3,3,5,,1,5,1,,1780,,8,15:34:00,58,0,1,1,,1780,,1,1,1,0,0,0,0,0,4,1,1,1,1,3,1,CBZ15,23,1,2,2,,1787,,7,2,1780,1781,9996,,1.62361202352732,2.16481603136976
CBZ1084,2,1790,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,7,7,9997,9997,9997,1,7,1,2023-07-12,14:41:00,20,1780,,2,4,2,3,4,0,0,2,0,2,0,0,0,4,4,4,1,2,0,2,0,1,0,0,1,2,2,3,4,0,2,3,2,1,4,4,1,1,5,1,1,5,1,3,2,4,2,1,1,1,4,1,4,2,2,3,2,3,2,2,2,2,2,1,1,1,1,1,1,2,0,0,0,2,2,3,3,3,3,3,3,1,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,7,7,7,7,7,7,7,1,3,0,2,0,7,7,2,1,3,4,3,3,2,14,LE GOUVERNEMENT DOIT CONSTRUIRE PLUS D'ÉCOLES,20,LE GOUVERNEMENT DOIT CONSTRUIRE PLUS D'HÔPITAUX,13,LE GOUVERNEMENT DOIT ARRANGER LES ROUTES,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,3,4,2,1,3,1,1,5,1,4,3,2,5,5,3,2,3,4,3,1,2,4,2,4,4,4,1,2,1,7,97,4,3,1,1,2,2,1,5,4,2,5,1,2,3,3,0,7,7,7,7,7,7,7,7,4,2,2,4,3,5,5,4,4,5,2,0,0,0,0,1,1,1,1,3,4,4,3,4,4,0,7,4,4,4,1,5,4,4,1,1,4,4,1,3,3,5,4,4,6,,1785,,1,3,1,1,4,3,2,3,2,2,2,2,5,5,1,5,3,5,4,0,9997,,1,0,0,0,0,0,7,0,0,13,3,2,0,7,0,1,,1,4,1,,1780,,1,15:53:00,71,0,1,1,,1781,,2,4,3,0,0,0,0,0,4,1,1,1,1,1,1,CBZ12,30,2,2,2,,9990,,8,2,1780,1781,9996,,1.56311473351433,3.64726771153344
CBZ1085,2,1784,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,4,9997,9997,9997,2,2,1,2023-07-12,15:01:00,36,1781,,1,4,2,4,3,2,1,1,0,4,1,0,0,4,4,3,1,1,0,0,2,0,0,0,1,1,1,3,4,1,3,3,2,1,2,3,3,2,5,4,4,2,2,3,3,2,1,3,1,2,3,2,3,3,2,3,4,0,3,3,3,2,2,3,3,1,0,0,0,0,1,1,2,3,2,0,0,0,0,0,0,1,1,2,1,0,1,1,3,2,1,2,2,1,1,3,1,1,1,1,2,1,0,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,4,4,5,4,3,13,LA MAIRIE DEVRAIT PRENDRE LE SOIN DE RÉHABILITER LES ROUTE LES PLUS PRATIQUES,17,ABSENCE DES ROBINETS DANS TOUT LE DISTRICT,11,METTRE EN PLACE DES MOYENS DE TRANSPORT AFIN DE FACILITER LES TRAJETS,2,2,1,3,2,3,3,3,2,1,1,4,3,4,2,2,2,2,2,2,3,2,0,1,4,5,4,1,2,3,5,2,3,3,4,3,2,2,2,1,4,5,5,2,2,0,1,1,2,3,1,2,0,1,4,2,4,1,2,0,2,2,2,0,7,7,7,7,7,7,7,7,3,2,3,5,3,5,4,2,4,2,0,4,0,0,3,1,1,1,0,2,4,5,4,4,4,0,7,4,2,2,4,2,2,2,4,5,5,5,4,3,5,3,3,2,6,,1786,,2,3,1,1,4,3,2,3,2,2,1,1,4,4,1,4,3,3,5,0,9997,,0,2,1,0,0,2,1,4,3,3,3,2,1,4,0,2,,3,0,13,,9997,,2,16:23:00,82,0,2,1,,1780,,1,1,1,0,0,0,0,0,4,1,1,1,3,1,1,CBZ29,22,2,2,2,,1786,,8,2,1780,1781,9996,,0.875388277970402,0.500221873125944
